64623.55,0,-0.025
64645.51,-0.025,-0.025
64645.51,-0.025,-0.025
64748.43,-0.025,-0.025
64748.43,-0.025,-0.025
64770.39,0,-0.025
64812.55,0.048,-0.048
64971.51,0.048,-0.048
65013.67,0,-0.025
65035.63,-0.025,-0.025
65035.63,-0.025,-0.025
65309.25,-0.025,-0.025
65309.25,-0.025,-0.025
65331.21,-0.025,0
65358.44,-0.031,0.031
65460.65,-0.031,0.031
65487.88,-0.025,0
65509.84,-0.025,-0.025
65509.84,-0.025,-0.025
66392.92,-0.025,-0.025
66392.92,-0.025,-0.025
66414.88,0,-0.025
66436.84,0.025,-0.025
66580.46,0.025,-0.025
66602.42,0,-0.025
66624.38,-0.025,-0.025
66624.38,-0.025,-0.025
66907.06,-0.025,-0.025
66907.06,-0.025,-0.025
66929.01,-0.025,0
66980.83,-0.059,0.059
67007.62,-0.059,0.059
67059.44,-0.025,0
67081.4,-0.025,-0.025
67081.4,-0.025,-0.025
67154.07,-0.025,-0.025
67154.07,-0.025,-0.025
67176.02,-0.025,0
67227.84,-0.059,0.059
67326.61,-0.059,0.059
67378.43,-0.025,0
67400.39,-0.025,-0.025
67400.39,-0.025,-0.025
67672.16,-0.025,-0.025
67672.16,-0.025,-0.025
67694.12,-0.025,0
67721.35,-0.031,0.031
67940.32,-0.031,0.031
67967.55,-0.025,0
67989.51,-0.025,-0.025
67989.51,-0.025,-0.025
68080.72,-0.025,-0.025
68080.72,-0.025,-0.025
68102.68,0,-0.025
68140.45,0.043,-0.043
68379.8,0.043,-0.043
68417.57,0,-0.025
68439.53,-0.025,-0.025
68439.53,-0.025,-0.025
68940.67,-0.025,-0.025
68940.67,-0.025,-0.025
68962.63,0,-0.025
68984.59,0.025,-0.025
69237.97,0.025,-0.025
69259.93,0,-0.025
69281.89,-0.025,-0.025
69281.89,-0.025,-0.025
69427.93,-0.025,-0.025
69427.93,-0.025,-0.025
69449.89,-0.025,0
69492.05,-0.048,0.048
69503.03,-0.048,0.048
69545.19,-0.025,0
69567.15,-0.025,-0.025
69567.15,-0.025,-0.025
70388.84,-0.025,-0.025
70388.84,-0.025,-0.025
70410.8,0,-0.025
70452.96,0.048,-0.048
70503.07,0.048,-0.048
70545.23,0,-0.025
70567.19,-0.025,-0.025
70567.19,-0.025,-0.025
70661.88,-0.025,-0.025
70661.88,-0.025,-0.025
70683.84,-0.025,0
70715.46,-0.036,0.036
70770.02,-0.036,0.036
70801.64,-0.025,0
70823.6,-0.025,-0.025
70823.6,-0.025,-0.025
80727.68,-0.025,-0.025
80727.68,-0.025,-0.025
80749.64,0,-0.025
80771.6,0.025,-0.025
81008.4,0.025,-0.025
81030.36,0,-0.025
81052.32,-0.025,-0.025
81052.32,-0.025,-0.025
83776.19,-0.025,-0.025
83776.19,-0.025,-0.025
83798.15,-0.025,0
83849.97,-0.059,0.059
83919.35,-0.059,0.059
83971.17,-0.025,0
83993.12,-0.025,-0.025
83993.12,-0.025,-0.025
89382.94,-0.025,-0.025
89382.94,-0.025,-0.025
89404.9,0,-0.025
89451.45,0.053,-0.053
89538.01,0.053,-0.053
89584.56,0,-0.025
89606.52,-0.025,-0.025
89606.52,-0.025,-0.025
89693.61,-0.025,-0.025
89693.61,-0.025,-0.025
89715.57,-0.025,0
89762.12,-0.053,0.053
89830.39,-0.053,0.053
89876.94,-0.025,0
89898.89,-0.025,-0.025
89898.89,-0.025,-0.025
89922.17,-0.025,-0.025
89922.17,-0.025,-0.025
89944.13,0,-0.025
89995.95,0.059,-0.059
90043.54,0.059,-0.059
90095.36,0,-0.025
90117.32,-0.025,-0.025
90117.32,-0.025,-0.025
97450.93,-0.025,-0.025
97450.93,-0.025,-0.025
97472.89,-0.025,0
97524.71,-0.059,0.059
97692.61,-0.059,0.059
97744.43,-0.025,0
97766.39,-0.025,-0.025
97766.39,-0.025,-0.025
99405.87,-0.025,-0.025
99405.87,-0.025,-0.025
99427.83,0,-0.025
99462.97,0.04,-0.04
99619.42,0.04,-0.04
99654.56,0,-0.025
99676.52,-0.025,-0.025
99676.52,-0.025,-0.025
100752.3,-0.025,-0.025
100752.3,-0.025,-0.025
100774.25,0,-0.025
100805.87,0.036,-0.036
100905.78,0.036,-0.036
100937.4,0,-0.025
100959.36,-0.025,-0.025
100959.36,-0.025,-0.025
105108.72,-0.025,-0.025
105108.72,-0.025,-0.025
105130.68,-0.025,0
105172.84,-0.048,0.048
105319.29,-0.048,0.048
105361.45,-0.025,0
105383.41,-0.025,-0.025
105383.41,-0.025,-0.025
105385.14,-0.025,-0.025
105385.14,-0.025,-0.025
105407.09,0,-0.025
105449.25,0.048,-0.048
105578.09,0.048,-0.048
105620.25,0,-0.025
105642.21,-0.025,-0.025
105642.21,-0.025,-0.025
105656.27,-0.025,-0.025
105656.27,-0.025,-0.025
105678.23,-0.025,0
105720.39,-0.048,0.048
105776.37,-0.048,0.048
105818.53,-0.025,0
105840.48,-0.025,-0.025
105840.48,-0.025,-0.025
105828.19,-0.025,-0.025
105893.88,-0.025,-0.025
105927.19,-0.025,-0.025
105949.15,0,-0.025
105971.11,0.025,-0.025
105979.01,0.034,-0.034
106093.89,0.034,-0.034
106101.79,0.025,-0.025
106123.75,0,-0.025
106145.7,-0.025,-0.025
109836.11,-0.025,-0.025
109858.07,-0.025,0
109880.02,-0.025,0.025
109900.23,-0.048,0.048
109935.39,-0.048,0.048
109955.59,-0.025,0.025
109977.55,-0.025,0
109999.5,-0.025,-0.025
117273.1,-0.025,-0.025
117273.1,-0.025,-0.025
117295.06,-0.025,0
117317.02,-0.025,0.025
117724.52,-0.025,0.025
117746.48,-0.025,0
117768.44,-0.025,-0.025
117768.44,-0.025,-0.025
117886.95,-0.025,-0.025
117886.95,-0.025,-0.025
117908.91,-0.025,0
117930.87,-0.025,0.025
118281.76,-0.025,0.025
118303.72,-0.025,0
118325.68,-0.025,-0.025
118325.68,-0.025,-0.025
118427.02,-0.025,-0.025
118427.02,-0.025,-0.025
118448.98,0,-0.025
118500.8,0.059,-0.059
118573.35,0.059,-0.059
118646.6,0.059,-0.059
118650.97,0.059,-0.059
118702.79,0,-0.025
118724.75,-0.025,-0.025
118724.75,-0.025,-0.025
118731.11,-0.025,-0.02
